personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_4017,Constable,Dense Forest (Bastar),98,51.7,0,0.56,6.9,4,6,20.3,6.4,0.04,1
PERS_4018,Constable,High Altitude (Ladakh/Sikkim),18,59.4,2,0.35,5.7,4,4,38.5,9.7,0.06,1
PERS_4019,ASI,Dense Forest (Bastar),31,58.9,2,0.18,5.1,4,3,42.8,9.8,0.69,1
PERS_4020,Constable,High Altitude (Ladakh/Sikkim),34,47.5,2,0.11,6.7,5,2,43.0,7.5,0.01,0
PERS_4021,Constable,Peace Station (HQ),139,71.7,2,0.35,4.1,2,10,43.6,16.4,0.04,2
PERS_4022,Head Constable,Border Outpost (Thar),13,50.8,2,0.14,5.6,4,1,32.2,8.3,0.11,1
PERS_4023,Constable,Peace Station (HQ),59,36.2,3,0.44,7.3,4,3,54.3,4.1,0.02,1
PERS_4024,Constable,Dense Forest (Bastar),27,40.8,3,0.42,5.6,5,5,52.0,7.2,0.06,1
PERS_4025,Constable,Dense Forest (Bastar),37,44.5,0,0.2,7.2,4,1,40.6,2.2,0.02,0
PERS_4026,Sub-Inspector,High Altitude (Ladakh/Sikkim),18,49.9,0,0.4,6.4,5,2,16.6,3.7,0.0,0
PERS_4027,Head Constable,Dense Forest (Bastar),35,47.2,3,0.08,6.6,4,3,27.4,4.2,0.19,1
PERS_4028,Head Constable,Counter-Insurgency (J&K),83,51.0,2,0.22,5.4,3,6,40.0,11.8,0.18,1
PERS_4029,Head Constable,Dense Forest (Bastar),4,54.2,4,0.21,5.9,3,4,39.1,6.9,0.22,1
PERS_4030,Constable,High Altitude (Ladakh/Sikkim),37,59.6,2,0.12,6.1,4,4,46.5,8.2,0.0,0
PERS_4031,Constable,High Altitude (Ladakh/Sikkim),7,42.5,1,0.71,7.2,5,1,15.4,2.6,0.19,0
PERS_4032,ASI,Counter-Insurgency (J&K),75,47.0,2,0.24,6.7,4,4,60.9,9.3,0.07,1
PERS_4033,Constable,High Altitude (Ladakh/Sikkim),6,61.2,2,0.38,6.5,4,3,21.2,6.6,0.1,1
PERS_4034,Constable,Border Outpost (Thar),16,76.9,2,0.18,4.1,2,7,32.4,11.8,0.0,2
PERS_4035,Constable,Peace Station (HQ),82,46.8,3,0.1,5.8,3,3,62.7,10.7,0.13,1
PERS_4036,Constable,Dense Forest (Bastar),28,59.7,2,0.01,5.4,3,4,28.6,8.5,0.6,1
PERS_4037,Inspector,Border Outpost (Thar),30,49.6,1,0.33,6.0,4,3,39.8,4.0,0.15,0
PERS_4038,Constable,Dense Forest (Bastar),32,58.0,2,0.1,5.3,3,4,43.1,8.2,0.68,1
PERS_4039,Head Constable,Border Outpost (Thar),33,41.8,2,0.29,6.7,4,2,93.5,6.6,0.02,1
PERS_4040,Constable,Dense Forest (Bastar),25,38.0,2,0.29,8.1,5,1,33.8,4.0,0.02,0
PERS_4041,Inspector,Counter-Insurgency (J&K),102,47.0,2,0.1,5.5,2,6,56.8,9.9,0.14,2
PERS_4042,Constable,High Altitude (Ladakh/Sikkim),94,51.8,2,0.41,5.9,2,7,76.1,10.7,0.06,2
PERS_4043,Constable,High Altitude (Ladakh/Sikkim),31,48.8,2,0.32,5.9,4,3,43.0,8.1,0.05,1
PERS_4044,Head Constable,Counter-Insurgency (J&K),12,58.7,2,0.39,5.8,4,3,79.4,8.3,0.01,0
PERS_4045,Head Constable,Border Outpost (Thar),55,45.2,2,0.09,6.6,4,3,35.7,8.1,0.14,0
PERS_4046,Constable,Peace Station (HQ),36,45.2,1,0.45,5.9,4,4,14.2,4.5,0.09,0
PERS_4047,Constable,Border Outpost (Thar),28,71.6,2,0.22,4.8,2,6,46.2,12.9,0.07,2
PERS_4048,Constable,High Altitude (Ladakh/Sikkim),27,51.2,2,0.38,4.7,2,5,48.5,6.5,0.18,1
PERS_4049,Constable,Peace Station (HQ),34,54.3,0,0.2,7.3,4,1,40.9,5.6,0.01,0
PERS_4050,Constable,Dense Forest (Bastar),14,56.9,3,0.09,4.1,3,3,44.8,11.7,0.78,1
PERS_4051,Head Constable,Peace Station (HQ),23,45.1,1,0.16,6.2,4,1,58.0,4.4,0.01,0
PERS_4052,Constable,Border Outpost (Thar),8,48.6,0,0.06,7.2,5,1,42.9,5.9,0.07,0
PERS_4053,Constable,Counter-Insurgency (J&K),57,50.5,2,0.13,5.6,3,4,20.0,7.9,0.11,1
PERS_4054,Head Constable,Dense Forest (Bastar),137,60.9,1,0.2,6.0,2,7,25.8,12.0,0.16,2
PERS_4055,Inspector,Border Outpost (Thar),145,70.9,2,0.35,5.8,1,9,24.4,16.9,0.32,2
PERS_4056,Head Constable,Dense Forest (Bastar),46,59.3,2,0.02,6.1,3,3,39.9,11.2,0.04,0
PERS_4057,Constable,Peace Station (HQ),21,27.3,1,0.21,7.5,5,1,15.9,1.8,0.1,0
PERS_4058,Constable,High Altitude (Ladakh/Sikkim),45,62.5,4,0.07,4.2,2,7,39.5,12.2,0.04,1
PERS_4059,Inspector,Border Outpost (Thar),106,55.1,1,0.35,5.4,3,8,25.8,9.1,0.08,2
PERS_4060,Constable,Counter-Insurgency (J&K),66,58.5,2,0.46,6.1,3,6,24.9,7.7,0.09,1
PERS_4061,Constable,Peace Station (HQ),28,46.7,3,0.23,6.0,4,3,22.9,7.3,0.01,0
PERS_4062,Head Constable,Border Outpost (Thar),29,50.4,2,0.2,5.5,4,5,21.6,8.9,0.04,1
PERS_4063,Head Constable,Counter-Insurgency (J&K),8,62.0,4,0.24,4.6,3,6,39.9,12.5,0.02,2
PERS_4064,Head Constable,Border Outpost (Thar),50,56.4,3,0.46,4.2,3,8,28.7,9.7,0.06,2
PERS_4065,Constable,Peace Station (HQ),76,68.2,3,0.52,4.7,2,10,25.6,16.6,0.21,2
PERS_4066,Constable,Border Outpost (Thar),33,50.8,1,0.74,7.2,5,3,23.7,5.2,0.14,0
PERS_4067,Inspector,Dense Forest (Bastar),19,48.4,2,0.04,6.5,5,1,55.9,5.7,0.02,0
PERS_4068,Constable,Peace Station (HQ),84,56.5,3,0.43,5.3,2,8,39.2,11.4,0.04,2
PERS_4069,Head Constable,Border Outpost (Thar),82,43.5,3,0.14,6.6,4,4,25.4,9.9,0.18,1
PERS_4070,Head Constable,High Altitude (Ladakh/Sikkim),20,25.0,3,0.12,6.8,5,1,15.5,1.8,0.2,0
PERS_4071,Head Constable,Border Outpost (Thar),20,42.2,3,0.2,4.7,4,3,32.2,8.5,0.66,1
PERS_4072,Constable,Dense Forest (Bastar),73,65.6,2,0.44,5.9,3,6,63.8,12.6,0.08,2
PERS_4073,Constable,Counter-Insurgency (J&K),33,65.5,0,0.18,6.5,4,3,39.3,9.9,0.02,0
PERS_4074,Head Constable,Counter-Insurgency (J&K),36,31.6,1,0.28,7.8,5,1,42.3,-0.7,0.16,0
PERS_4075,ASI,Counter-Insurgency (J&K),48,65.7,1,0.2,5.6,3,4,91.3,9.1,0.01,1
PERS_4076,Sub-Inspector,High Altitude (Ladakh/Sikkim),44,46.5,1,0.05,7.2,5,1,57.0,3.9,0.15,0
PERS_4077,Constable,Dense Forest (Bastar),15,35.2,1,0.15,7.8,5,1,6.2,1.2,0.04,0
PERS_4078,Constable,Peace Station (HQ),16,60.2,0,0.17,6.2,3,1,16.7,6.1,0.01,1
PERS_4079,Sub-Inspector,Counter-Insurgency (J&K),66,49.5,1,0.31,7.3,4,3,69.2,5.8,0.12,0
PERS_4080,Head Constable,Dense Forest (Bastar),25,76.7,4,0.33,4.0,2,6,29.9,16.6,0.19,2
PERS_4081,Sub-Inspector,Border Outpost (Thar),76,48.9,1,0.35,6.2,3,6,120.0,6.5,0.11,1
PERS_4082,Constable,High Altitude (Ladakh/Sikkim),75,52.7,1,0.07,7.7,3,2,17.2,7.1,0.02,0
PERS_4083,Head Constable,Dense Forest (Bastar),27,40.9,2,0.38,6.1,5,1,35.9,6.4,0.03,0
PERS_4084,Head Constable,Dense Forest (Bastar),37,53.2,3,0.21,4.2,2,7,39.3,11.4,0.1,1
PERS_4085,Head Constable,Peace Station (HQ),53,61.3,1,0.07,5.0,2,3,46.6,9.7,0.65,1
PERS_4086,Constable,Dense Forest (Bastar),37,34.4,1,0.46,8.1,5,1,13.6,2.9,0.09,0
PERS_4087,Constable,Peace Station (HQ),41,58.7,1,0.15,6.7,3,1,26.4,6.1,0.05,0
PERS_4088,Head Constable,High Altitude (Ladakh/Sikkim),67,50.6,1,0.39,5.8,4,4,19.0,6.5,0.0,1
PERS_4089,Constable,High Altitude (Ladakh/Sikkim),47,44.1,0,0.07,6.9,4,2,49.9,2.9,0.0,0
PERS_4090,Head Constable,Border Outpost (Thar),16,35.6,2,0.67,6.5,5,1,29.1,4.5,0.13,0
PERS_4091,Inspector,Peace Station (HQ),108,68.6,3,0.46,4.9,2,10,35.6,15.3,0.11,2
PERS_4092,Constable,Peace Station (HQ),22,53.1,2,0.12,5.1,4,3,56.6,9.8,0.61,1
PERS_4093,ASI,Counter-Insurgency (J&K),28,45.0,1,0.08,7.3,5,1,28.7,2.9,0.0,0
PERS_4094,Constable,Counter-Insurgency (J&K),54,61.2,1,0.25,5.9,2,4,36.5,11.7,0.04,1
PERS_4095,Head Constable,Border Outpost (Thar),42,57.5,1,0.19,5.7,3,3,75.2,8.1,0.01,1
PERS_4096,Inspector,High Altitude (Ladakh/Sikkim),6,57.3,1,0.46,5.7,3,3,42.9,6.1,0.15,1
PERS_4097,Constable,Counter-Insurgency (J&K),53,69.7,2,0.2,4.7,2,5,53.0,14.0,0.03,2
PERS_4098,Constable,Dense Forest (Bastar),21,52.3,3,0.15,5.3,5,6,21.7,9.9,0.0,1
PERS_4099,Constable,High Altitude (Ladakh/Sikkim),27,70.0,0,0.39,5.3,3,4,31.3,8.9,0.83,1
PERS_4100,Constable,Dense Forest (Bastar),18,64.1,4,0.44,5.5,3,5,10.7,11.4,0.04,1
PERS_4101,Head Constable,Peace Station (HQ),43,60.1,3,0.21,5.3,3,7,33.7,10.5,0.0,1
PERS_4102,Sub-Inspector,High Altitude (Ladakh/Sikkim),21,33.2,1,0.08,8.0,5,1,19.7,1.5,0.05,0
PERS_4103,Constable,Border Outpost (Thar),112,60.3,1,0.2,5.9,2,6,26.1,10.4,0.0,1
PERS_4104,Constable,Peace Station (HQ),69,57.4,1,0.14,6.2,3,5,17.0,6.3,0.05,1
PERS_4105,Constable,Peace Station (HQ),74,57.6,2,0.32,5.4,3,4,47.7,9.8,0.65,1
PERS_4106,Head Constable,Dense Forest (Bastar),28,49.7,1,0.34,7.1,4,2,22.0,6.1,0.1,0
PERS_4107,Constable,Peace Station (HQ),124,66.9,1,0.05,5.5,1,7,29.3,11.3,0.05,2
PERS_4108,Head Constable,Counter-Insurgency (J&K),36,59.4,3,0.62,4.6,4,7,63.0,9.9,0.11,2
PERS_4109,Head Constable,High Altitude (Ladakh/Sikkim),42,35.5,0,0.28,6.2,5,1,14.0,3.5,0.09,0
PERS_4110,Head Constable,Counter-Insurgency (J&K),34,64.9,1,0.16,5.0,3,3,21.9,12.2,0.69,1
PERS_4111,Constable,Dense Forest (Bastar),45,37.7,2,0.3,6.6,3,2,21.0,5.7,0.18,0
PERS_4112,Head Constable,Dense Forest (Bastar),107,54.6,3,0.3,5.3,2,8,18.0,9.5,0.07,2
PERS_4113,Constable,High Altitude (Ladakh/Sikkim),47,43.8,1,0.52,6.1,4,2,42.4,5.2,0.1,0
PERS_4114,Constable,Peace Station (HQ),13,42.1,1,0.19,5.6,3,1,31.1,6.0,0.08,0
PERS_4115,Sub-Inspector,Border Outpost (Thar),70,65.9,2,0.39,6.4,3,4,17.4,9.3,0.0,1
PERS_4116,Head Constable,Dense Forest (Bastar),48,54.0,3,0.01,5.3,3,4,15.3,12.0,0.62,1
PERS_4117,Constable,High Altitude (Ladakh/Sikkim),23,57.1,4,0.21,4.5,4,5,30.6,12.7,0.01,1
PERS_4118,Constable,Border Outpost (Thar),53,59.6,1,0.11,6.0,3,1,37.3,9.1,0.08,0
PERS_4119,Constable,Peace Station (HQ),36,32.4,2,0.2,6.4,4,2,61.4,0.9,0.07,0
PERS_4120,Constable,Dense Forest (Bastar),32,45.6,1,0.21,7.4,4,1,34.5,6.0,0.13,0
PERS_4121,Constable,High Altitude (Ladakh/Sikkim),38,59.3,3,0.09,4.7,3,7,20.6,11.2,0.14,1
PERS_4122,Constable,High Altitude (Ladakh/Sikkim),54,60.0,1,0.33,5.4,4,5,29.6,7.9,0.11,1
PERS_4123,Head Constable,High Altitude (Ladakh/Sikkim),40,34.4,2,0.49,6.6,5,2,40.3,3.3,0.17,0
PERS_4124,Head Constable,Dense Forest (Bastar),44,62.7,1,0.16,5.3,3,4,14.0,8.1,0.61,1
PERS_4125,Head Constable,Border Outpost (Thar),51,59.3,1,0.23,5.2,3,5,57.7,9.6,0.19,1
PERS_4126,Head Constable,High Altitude (Ladakh/Sikkim),36,42.0,1,0.18,7.2,5,1,31.1,4.0,0.01,0
PERS_4127,Constable,Peace Station (HQ),24,54.5,0,0.04,7.0,5,1,10.4,4.1,0.06,0
PERS_4128,Inspector,High Altitude (Ladakh/Sikkim),13,47.0,2,0.31,5.4,5,4,14.9,7.6,0.62,0
PERS_4129,ASI,Border Outpost (Thar),78,60.7,1,0.08,5.6,2,5,27.6,9.8,0.08,1
PERS_4130,ASI,Dense Forest (Bastar),52,35.2,3,0.11,6.5,5,4,5.0,5.3,0.01,0
PERS_4131,ASI,High Altitude (Ladakh/Sikkim),76,52.1,0,0.32,6.5,4,4,50.8,2.8,0.03,1
PERS_4132,Sub-Inspector,High Altitude (Ladakh/Sikkim),43,64.1,2,0.28,5.6,3,6,12.9,13.3,0.09,2
PERS_4133,Head Constable,Peace Station (HQ),89,62.3,2,0.28,6.2,3,7,45.6,14.6,0.06,2
PERS_4134,Constable,Peace Station (HQ),56,61.5,1,0.26,6.0,3,5,48.2,7.9,0.05,1
PERS_4135,Head Constable,High Altitude (Ladakh/Sikkim),26,48.3,0,0.48,7.0,5,1,26.0,2.0,0.1,0
PERS_4136,Head Constable,High Altitude (Ladakh/Sikkim),22,55.8,3,0.34,4.7,4,5,42.2,9.6,0.02,1
PERS_4137,Head Constable,Peace Station (HQ),25,48.9,1,0.21,5.6,5,2,89.4,5.9,0.01,0
PERS_4138,Head Constable,Border Outpost (Thar),47,43.5,1,0.18,6.4,4,1,18.4,5.0,0.11,0
PERS_4139,Constable,Counter-Insurgency (J&K),45,50.0,1,0.05,6.9,5,2,44.6,6.7,0.11,0
PERS_4140,Constable,Counter-Insurgency (J&K),31,65.6,1,0.1,4.9,3,3,43.7,8.7,0.6,0
PERS_4141,Sub-Inspector,High Altitude (Ladakh/Sikkim),19,61.2,1,0.21,6.5,4,2,44.4,8.1,0.03,0
PERS_4142,Head Constable,Peace Station (HQ),44,42.5,4,0.14,5.3,4,5,38.2,7.6,0.1,1
PERS_4143,Head Constable,Dense Forest (Bastar),46,48.4,3,0.47,5.0,4,6,27.7,8.2,0.07,2
PERS_4144,Constable,Dense Forest (Bastar),71,45.9,3,0.42,5.9,3,6,40.1,11.5,0.05,1
PERS_4145,Constable,Counter-Insurgency (J&K),8,50.6,1,0.28,5.9,4,2,13.6,9.3,0.18,0
PERS_4146,Sub-Inspector,Border Outpost (Thar),43,62.3,4,0.12,4.9,2,8,22.1,12.0,0.09,2
PERS_4147,Head Constable,Counter-Insurgency (J&K),17,70.0,2,0.21,4.3,3,5,42.3,10.9,0.08,1
PERS_4148,ASI,High Altitude (Ladakh/Sikkim),20,35.7,3,0.38,5.2,4,3,11.3,6.7,0.61,0
PERS_4149,Head Constable,Border Outpost (Thar),22,58.8,2,0.18,5.2,3,4,60.0,5.7,0.62,1
PERS_4150,Head Constable,Dense Forest (Bastar),10,48.9,1,0.07,5.6,4,1,7.2,8.3,0.13,0
PERS_4151,Constable,Peace Station (HQ),46,48.9,3,0.04,6.1,3,4,35.3,5.7,0.12,1
PERS_4152,Head Constable,Peace Station (HQ),41,42.7,2,0.21,7.1,4,1,16.7,3.7,0.04,0
PERS_4153,Constable,High Altitude (Ladakh/Sikkim),27,68.5,4,0.03,3.6,2,8,30.7,13.5,0.06,2
PERS_4154,Constable,Counter-Insurgency (J&K),41,35.8,1,0.69,8.2,5,1,34.6,4.1,0.01,0
PERS_4155,Head Constable,High Altitude (Ladakh/Sikkim),44,47.5,4,0.37,4.7,4,6,34.6,12.3,0.01,2
PERS_4156,Sub-Inspector,Peace Station (HQ),32,54.9,1,0.09,6.0,4,3,54.1,6.9,0.08,0
PERS_4157,Constable,Dense Forest (Bastar),14,53.9,1,0.43,5.6,4,2,31.8,6.8,0.02,0
PERS_4158,ASI,Peace Station (HQ),34,63.9,2,0.1,4.2,3,5,29.8,10.0,0.09,1
PERS_4159,Constable,Border Outpost (Thar),9,40.1,2,0.09,6.8,5,1,32.2,6.4,0.2,0
PERS_4160,Constable,Peace Station (HQ),41,58.3,2,0.38,6.4,3,5,87.3,7.3,0.05,1
PERS_4161,Constable,Peace Station (HQ),51,52.5,2,0.11,5.6,2,4,25.5,8.4,0.01,1
PERS_4162,Constable,Border Outpost (Thar),20,50.4,0,0.23,6.9,4,1,47.0,3.2,0.09,0
PERS_4163,Head Constable,Counter-Insurgency (J&K),26,46.0,2,0.02,5.5,3,3,45.3,8.6,0.01,1
PERS_4164,Constable,Peace Station (HQ),76,57.2,1,0.34,5.7,2,6,20.7,8.9,0.05,1
PERS_4165,Head Constable,High Altitude (Ladakh/Sikkim),58,52.4,2,0.01,4.9,3,5,5.0,6.9,0.04,1
PERS_4166,Sub-Inspector,Peace Station (HQ),46,49.0,1,0.51,7.4,4,3,20.6,3.7,0.14,0
PERS_4167,Constable,High Altitude (Ladakh/Sikkim),32,45.9,1,0.12,6.0,3,2,76.0,3.7,0.28,0
PERS_4168,ASI,Border Outpost (Thar),11,52.8,4,0.19,4.9,3,5,33.5,7.1,0.05,1
PERS_4169,Constable,Peace Station (HQ),9,35.6,0,0.55,8.7,5,1,39.4,-0.6,0.0,0
PERS_4170,Head Constable,Border Outpost (Thar),15,47.6,2,0.33,6.2,4,3,11.6,7.6,0.13,0
PERS_4171,Constable,Border Outpost (Thar),15,41.8,0,0.08,7.3,4,1,23.7,1.3,0.09,0
PERS_4172,Constable,Counter-Insurgency (J&K),90,55.8,1,0.69,6.3,3,7,5.5,7.7,0.05,1
PERS_4173,Constable,Peace Station (HQ),72,54.1,2,0.48,5.0,3,6,16.6,8.1,0.06,2
PERS_4174,Constable,High Altitude (Ladakh/Sikkim),8,57.5,2,0.09,4.5,3,5,48.4,10.3,0.11,1
PERS_4175,Constable,High Altitude (Ladakh/Sikkim),14,56.0,2,0.1,5.8,4,3,36.4,9.0,0.11,0
PERS_4176,Head Constable,Peace Station (HQ),41,55.0,3,0.39,5.3,3,6,16.5,9.9,0.12,2
PERS_4177,Sub-Inspector,Counter-Insurgency (J&K),42,53.9,3,0.73,5.5,3,7,23.0,9.8,0.13,2
PERS_4178,ASI,Counter-Insurgency (J&K),35,49.6,3,0.09,4.1,4,6,86.7,7.2,0.03,1
PERS_4179,Head Constable,Counter-Insurgency (J&K),46,50.5,2,0.11,5.2,4,3,28.0,8.0,0.68,1
PERS_4180,Constable,High Altitude (Ladakh/Sikkim),72,37.7,2,0.27,6.8,5,4,31.6,5.7,0.02,0
PERS_4181,Constable,Border Outpost (Thar),40,59.3,2,0.31,5.3,3,6,22.5,9.8,0.13,1
PERS_4182,Constable,Counter-Insurgency (J&K),46,55.3,2,0.65,6.2,3,5,62.0,8.1,0.09,1
PERS_4183,Constable,High Altitude (Ladakh/Sikkim),53,65.3,2,0.02,5.3,3,5,32.4,11.4,0.08,1
PERS_4184,Head Constable,High Altitude (Ladakh/Sikkim),79,50.4,0,0.23,7.6,5,3,23.6,6.3,0.13,1
PERS_4185,Head Constable,Border Outpost (Thar),54,66.0,1,0.37,6.2,2,4,25.5,9.4,0.07,1
PERS_4186,Constable,Peace Station (HQ),22,48.3,1,0.11,6.9,4,1,7.4,4.0,0.03,0
PERS_4187,Constable,Peace Station (HQ),51,47.4,0,0.36,7.0,4,2,15.1,5.5,0.03,0
PERS_4188,ASI,Counter-Insurgency (J&K),22,65.7,1,0.82,5.7,4,5,30.3,11.0,0.05,2
PERS_4189,ASI,Counter-Insurgency (J&K),62,57.8,2,0.19,5.8,3,5,31.3,9.3,0.0,2
PERS_4190,Constable,Border Outpost (Thar),64,71.1,0,0.08,6.4,3,3,30.9,9.9,0.01,1
PERS_4191,Sub-Inspector,Counter-Insurgency (J&K),14,51.1,2,0.09,5.7,5,2,9.6,7.6,0.23,0
PERS_4192,Inspector,Border Outpost (Thar),20,58.1,3,0.28,5.3,5,3,25.3,8.8,0.71,1
PERS_4193,Constable,High Altitude (Ladakh/Sikkim),95,67.8,1,0.29,4.5,1,10,13.9,13.3,0.24,2
PERS_4194,Constable,Counter-Insurgency (J&K),32,48.4,1,0.35,6.3,5,1,50.1,3.6,0.03,0
PERS_4195,Head Constable,High Altitude (Ladakh/Sikkim),50,56.5,0,0.1,6.6,3,2,67.2,5.0,0.01,0
PERS_4196,Sub-Inspector,Dense Forest (Bastar),88,58.3,2,0.21,5.7,4,6,36.5,10.3,0.08,1
PERS_4197,Sub-Inspector,Border Outpost (Thar),32,59.5,2,0.75,5.8,4,6,32.3,10.5,0.16,1
PERS_4198,Constable,Dense Forest (Bastar),40,41.3,2,0.29,6.1,5,2,45.8,6.8,0.07,0
PERS_4199,Constable,Counter-Insurgency (J&K),6,54.6,1,0.1,6.2,4,2,60.3,6.0,0.08,0
PERS_4200,Head Constable,High Altitude (Ladakh/Sikkim),38,61.0,2,0.1,5.0,3,4,14.0,12.1,0.69,1
PERS_4201,Head Constable,Counter-Insurgency (J&K),25,43.7,3,0.21,7.0,5,2,30.3,4.8,0.06,0
PERS_4202,Constable,Dense Forest (Bastar),25,41.7,0,0.13,6.5,4,1,16.5,2.7,0.14,0
PERS_4203,ASI,Counter-Insurgency (J&K),55,36.9,3,0.34,7.6,5,4,40.0,6.6,0.07,0
PERS_4204,Head Constable,Peace Station (HQ),82,77.0,2,0.3,4.8,2,8,40.8,13.3,0.12,2
PERS_4205,ASI,Dense Forest (Bastar),25,43.2,1,0.13,5.2,4,1,33.0,5.8,0.6,0
PERS_4206,ASI,Counter-Insurgency (J&K),53,67.5,2,0.38,4.7,2,7,20.1,13.2,0.0,2
PERS_4207,Head Constable,High Altitude (Ladakh/Sikkim),8,46.7,0,0.55,7.2,5,2,25.1,0.4,0.17,0
PERS_4208,Constable,Counter-Insurgency (J&K),10,60.0,1,0.01,5.8,5,1,32.0,5.6,0.02,0
PERS_4209,Head Constable,High Altitude (Ladakh/Sikkim),65,60.3,1,0.04,4.9,2,6,24.6,9.6,0.03,2
PERS_4210,Constable,Peace Station (HQ),16,70.6,0,0.21,5.0,4,5,20.2,5.7,0.02,1
PERS_4211,Head Constable,Counter-Insurgency (J&K),28,65.3,1,0.55,5.6,4,5,25.3,7.9,0.11,1
PERS_4212,Constable,Peace Station (HQ),20,52.1,2,0.19,5.0,4,1,32.0,8.8,0.62,1
PERS_4213,Head Constable,Dense Forest (Bastar),22,53.3,3,0.34,5.9,5,4,49.9,10.1,0.06,1
PERS_4214,Constable,High Altitude (Ladakh/Sikkim),55,60.3,2,0.42,5.2,2,6,41.5,11.0,0.07,1
PERS_4215,Constable,Dense Forest (Bastar),41,78.9,1,0.22,5.1,1,4,23.1,9.7,0.89,2
PERS_4216,Constable,High Altitude (Ladakh/Sikkim),125,61.2,5,0.36,3.3,1,10,23.4,15.9,0.07,2
PERS_4217,Constable,Peace Station (HQ),55,40.6,1,0.49,6.2,4,4,9.5,4.4,0.02,0
PERS_4218,Head Constable,Border Outpost (Thar),32,53.6,1,0.25,6.9,4,2,41.7,6.3,0.15,0
PERS_4219,Head Constable,Counter-Insurgency (J&K),41,45.7,2,0.16,6.2,5,2,11.7,7.3,0.1,0
PERS_4220,Head Constable,Peace Station (HQ),36,53.7,2,0.08,4.8,4,4,52.0,9.8,0.61,1
PERS_4221,Constable,High Altitude (Ladakh/Sikkim),84,67.9,1,0.19,4.9,2,5,22.3,12.5,0.17,2
PERS_4222,Constable,High Altitude (Ladakh/Sikkim),22,55.2,2,0.19,5.8,4,2,35.9,9.4,0.21,1
PERS_4223,Constable,High Altitude (Ladakh/Sikkim),32,45.3,1,0.21,5.8,5,1,52.2,5.4,0.01,0
PERS_4224,Constable,High Altitude (Ladakh/Sikkim),70,53.0,2,0.41,4.1,3,6,8.0,9.8,0.08,1
PERS_4225,Sub-Inspector,Counter-Insurgency (J&K),16,38.9,2,0.21,5.8,5,1,50.8,4.2,0.0,0
PERS_4226,Constable,Dense Forest (Bastar),11,61.9,3,0.13,5.3,4,4,7.4,9.0,0.61,1
PERS_4227,Constable,Border Outpost (Thar),31,59.3,3,0.09,3.9,3,5,20.1,14.1,0.03,2
PERS_4228,Constable,Counter-Insurgency (J&K),37,40.8,2,0.06,7.1,5,2,54.6,5.4,0.01,0
PERS_4229,Constable,High Altitude (Ladakh/Sikkim),29,76.1,1,0.18,5.0,2,6,20.5,10.5,0.25,1
PERS_4230,Head Constable,Counter-Insurgency (J&K),11,46.9,2,0.22,5.7,5,1,57.6,4.6,0.09,0
PERS_4231,Head Constable,Peace Station (HQ),40,55.0,1,0.07,6.8,4,3,23.6,6.9,0.1,0
PERS_4232,Constable,High Altitude (Ladakh/Sikkim),16,46.2,4,0.31,4.5,4,5,16.5,10.3,0.05,1
PERS_4233,Constable,Border Outpost (Thar),22,54.4,3,0.13,4.9,3,4,10.4,10.5,0.81,1
PERS_4234,Constable,High Altitude (Ladakh/Sikkim),14,50.3,2,0.38,5.9,5,3,44.8,8.1,0.1,0
PERS_4235,Constable,Border Outpost (Thar),14,35.4,3,0.5,6.1,5,3,12.5,5.3,0.02,0
PERS_4236,Constable,Border Outpost (Thar),36,63.3,1,0.03,5.7,2,3,17.1,9.9,0.15,1
PERS_4237,Inspector,Dense Forest (Bastar),53,45.0,0,0.04,7.5,4,1,12.7,3.4,0.01,0
PERS_4238,Head Constable,Dense Forest (Bastar),32,60.4,2,0.64,5.0,4,5,34.5,10.6,0.03,1
PERS_4239,Head Constable,Counter-Insurgency (J&K),14,47.1,1,0.26,7.5,5,2,32.2,3.0,0.02,0
PERS_4240,Constable,Counter-Insurgency (J&K),17,50.3,3,0.32,5.0,3,5,31.5,7.7,0.01,1
PERS_4241,Constable,Border Outpost (Thar),12,54.0,1,0.11,6.0,4,1,51.3,3.8,0.02,0
PERS_4242,Head Constable,High Altitude (Ladakh/Sikkim),21,51.5,3,0.19,5.7,3,3,39.8,8.1,0.17,0
PERS_4243,Head Constable,Peace Station (HQ),21,57.5,2,0.05,5.4,2,1,27.7,8.3,0.64,1
PERS_4244,Head Constable,Peace Station (HQ),17,42.6,3,0.04,5.1,4,1,38.4,5.8,0.64,1
PERS_4245,Constable,High Altitude (Ladakh/Sikkim),41,62.5,1,0.22,5.7,4,4,21.6,9.5,0.2,1
PERS_4246,Head Constable,High Altitude (Ladakh/Sikkim),93,47.0,2,0.15,5.6,2,6,13.5,8.9,0.04,2
PERS_4247,Constable,Dense Forest (Bastar),25,41.4,3,0.23,7.1,5,3,90.9,7.7,0.05,0
PERS_4248,Sub-Inspector,Peace Station (HQ),22,56.0,2,0.12,6.5,4,1,26.0,8.5,0.1,0
PERS_4249,Head Constable,Border Outpost (Thar),34,61.9,1,0.16,5.8,2,5,40.7,7.0,0.06,1
PERS_4250,Head Constable,Counter-Insurgency (J&K),40,54.8,2,0.26,5.5,5,5,23.3,11.0,0.08,1
